web-scraper-order,web-scraper-start-url,link,link-href,describtion,name,price
"1696066886-74","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/tsdz_63_m/","","ТСДЗ-63 М","71 390													
														 руб."
"1696066888-37","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/elektrogenerator_dy8000lx/","Прибор с крупными габаритами обладает отличной маневренностью. Купить электрогенератор DY8000LX можно по привлекательной цене в нашем интернет-магазине. Он разработан для обеспечения электроэнергией бытовых приборов. Благодаря выхлопной трубе агрегат имеет невысокий уровень шума при эксплуатации.


 Особенности электрогенератора DY8000LX.


	 Прибор легко перемещать на колесиках, в стандартную комплектацию они не входят и приобретаются отдельно. Пользователю доступен выбор топлива, на котором будет работать агрегат. Это может быть бензин или сжиженный газ. Четырехтактный двигатель с расположенными вверху клапанами обеспечивает эффективную работу электроприборов.


	 Изделие благодаря воздушной системе охлаждения используется в широком диапазоне температур. Заказывать электрогенератор DY8000LX можно для частного домовладения. Он обязательно пригодится при аварийном отключении электричества. Он способен без дозаправки работать 8 часов. Это лучшее решение для загородного дома, строительства. Прибор станет резервным вариантом для небольших торговых точек, офисов.","Электрогенератор DY8000LX","43 490													
														 руб."
"1696066889-75","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/transformator_dlya_progreva_betona_tsdz_63_m/","Благодаря применению трансформатора для прогрева бетона ТСДЗ-63 М при выполнении строительных работ в условиях пониженных температур (до -45 градусов), удается значительно улучшить качество бетонного монолита. Данным устройством, при необходимости, так же допускается прогревать промерзший грунт. Конструкция трансформатора настолько простая, что с ним может работать обслуживающий персонал, прошедший начальный этап подготовки. Купить трансформатор для прогрева бетона ТСДЗ-63 М в Воронеже можно, позвонив по указанному номеру или оставив заявку на сайте. Трансформатор для прогрева бетона ТСДЗ-63 М не допускается использовать в условиях повышенной влажности и химически активных сред. Аппарат имеет компактные размеры и сравнительно небольшую массу, поэтому его можно легко доставить на место проведения работ. К тому же, на трансформатор для прогрева бетона ТСДЗ-63 М цена в Воронеже вас приятно удивит.




 Основные эксплуатационные показатели:




	
	
		 Мощность трансформатора — 63 киловатта.
	
 
	
	
		 Питающее напряжение — 380 вольт.
	
 
	
	
		 Греющие элементы — прогревочные шины или провода ПНСВ.
	
 
	
	
		 Масса изделия — 310 килограмм
	
 


	 Для того что бы заказать трансформатор для прогрева бетона ТСДЗ-63 М в Воронеже воспользуйтесь формой обратной связи на сайте.","Трансформатор для прогрева бетона ТСДЗ-63 М","71 390													
														 руб."
"1696066891-38","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/ponizhayushchie_transformatory/ponizhayushchiy_transformator/","Устройство предназначено только для профессионального использования. Трансформатор легко переносить из-за двух ручек, которые располагаются по бокам. Обладает естественным воздушным охлаждением.

 

	 Конструкция представляет собой трехфазный прибор для профессионального использования. Если вы хотите приобрести данное устройство, то заказать трансформатор ТСЗ-20,0 в Воронеже можно на нашем сайте. Предназначен для преобразования переменного напряжения сети 380В. Трансформатор работает от -45 до 45 градусов. Влажность воздуха при работе трансформатора не должна быть более 80%, если температура воздуха составляет 20 градусов. Прибор может работать бесперебойно долгое время. При этом, не требуется регулярные проверки и осмотры. Применяется в основном для лифтов, электрических инструментов, а также других приборов, которым необходима подача переменного тока.

 

 Купить трансформатор ТСЗ-20,0 в Воронеже можно по низким ценам. При этом, гарантируется хорошее качество товара. Можно также воспользоваться доставкой по городу или приехать самостоятельно в пункт самовывоза. Наш менеджер даст необходимые консультации и ответит на интересующие вопросы.

 

	 Цена на ТСЗ-20,0 является привлекательной для каждого покупателя. У нас вы также можете узнать про возврат товара на различную продукцию, которая представлена на нашем сайте.","Понижающий трансформатор ТСЗ-20,0","38 881													
														 руб."
"1696066892-76","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/tsdz_63_a_s_avtomatikoy/","","ТСДЗ-63 А (С автоматикой)","74 694													
														 руб."
"1696066894-39","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/elektrogenerator_dy6500lx_s_kolyesami_i_akkumulyatorom/","Переносной электрогенерирующий агрегат станет отличным помощником в быту. Чтобы получить мощный источник электроэнергии, стоит купить электрогенератор DY6500LX. Данное устройство используют в качестве дополнительного, основного, аварийного источника энергии.


 Особенности электрогенератора DY6500LX.


	 Прямоугольный каркас сварен из металлических труб. Вместительный бак позволяет работать без необходимости заправлять топливо длительное время. В конструкции имеется удобная система управления, контроля. Безопасную работу обеспечивает система защиты от перегрузок. Он может использоваться в тех местах, где нет централизованного обеспечения электричеством, но требуется подключать электроприборы.


	 Чтобы заказать электрогенератор DY6500LX, сделайте заявку на интернет-сайте. В кратчайшие сроки вы сможете стать владельцем практичного и производительного агрегата. Переносная электростанция производится из современных высококачественных материалов. Она полностью соответствует нормам и требованиям, предъявляемым к данному оборудованию.","Электрогенератор DY6500LX с колёсами и аккумулятором","45 190													
														 руб."
"1696066895-77","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/transformator_dlya_progreva_betona_tsdz_63_a_s_avtomatikoy/","Трансформатор для прогрева бетона ТСДЗ-63 А трехфазный с принудительным воздушным охлаждением выпускается в защищенном варианте ТСДЗ – 63/0,38 У3. Аппарат используется для прогрева бетонного монолита и промерзшего грунта в условиях пониженных температур. На трансформатор для прогрева бетона ТСДЗ-63 А (с автоматикой) цена в Воронеже у нас одна из самых низких в регионе. Что бы заказать трансформатор для прогрева бетона ТСДЗ-63 А (с автоматикой) в Воронеже оставьте заявку на сайте.


 Для нормального функционирования устройства следует соблюдать следующие требования:


	
	
		 Не допускать тряски, вибраций и механических воздействий.
	
 
	
	
		 Эксплуатация допускается на высоте не более тысяча метров над уровнем моря.
	
 
	
	
		 Рабочий температурный режим от -45 до +20 градусов при влажности до 80 процентов.
	
 
	
	
		 Входящее напряжение 380 вольт.
	
 


 Купить трансформатор для прогрева бетона ТСДЗ-63 А (с автоматикой) в Воронеже значит обеспечить отличное качество бетонного монолита в зимнее время.","Трансформатор для прогрева бетона ТСДЗ-63 А (С автоматикой)","74 694													
														 руб."
"1696066897-40","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/ponizhayushchie_transformatory/ponizhayushchiy_transformator_tszi_20_0/","Устройство предназначено только для профессионального использования. Трансформатор легко переносить из-за двух ручек, которые располагаются по бокам. Обладает естественным воздушным охлаждением.

 

	 Конструкция представляет собой трехфазный прибор для профессионального использования. Если вы хотите приобрести мощное устройство, то заказать трансформатор ТСЗИ-20,0 в Воронеже можно на нашем сайте. Предназначен для преобразования переменного напряжения сети 380В. Трансформатор работает от -45 до 45 градусов. Влажность воздуха при работе трансформатора не должна быть более 80%, если температура воздуха составляет 20 градусов. Прибор может работать бесперебойно долгое время. При этом, не требуется регулярные проверки и осмотры. Трансформатор выполнен в виде переносной установки. Высота установки должна быть не выше 2000 метров над уровнем моря.


 Купить трансформатор ТСЗИ-20,0 в Воронеже можно по низким ценам. При этом, гарантируется хорошее качество товара. Можно также воспользоваться доставкой по городу или приехать самостоятельно в пункт самовывоза. Наш менеджер даст необходимые консультации и ответит на интересующие вопросы.


 Цена на ТСЗИ-20,0 в Воронеже является привлекательной для каждого покупателя. У нас вы также можете узнать про возврат товара на различную продукцию, которая представлена на нашем сайте.","Понижающий трансформатор ТСЗИ-20,0","39 176													
														 руб."
"1696066898-78","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/dizelnye/dizel_generator_tss_sdg_5000es/","В основе генератора TSS SDG 5000ES лежит двигатель TSSDisel 186F. Двигатель имеет воздушный тип охлаждения. Двигатель является единственной зарубежной деталью в конструкции, всё остальное выпущено на территории России. Двигатель сделан в Китае, на лицензированной фабрике и полностью адаптирован для работы на территории РФ. Двигатель потребляет всего 1,1 литра горючего в час и может работать 11 часов с одной полной заправки. Так же предусмотрена замена бака на более вместительный, что позволит добиться автономности устройства на больший срок.Заказать TSS SDG 5000ES и все комплектующие можно у наших менеджеров.
	 Электричество вырабатывается при помощи альтератора. Качество вырабатываемого тока позволяет подключать к генератору компьютеры и высокоточное оборудование не боясь за его сохранность. Но всё же для большей безопасности рекомендуется подключение через стабилизатор. Защитные устройства не позволят перегреться двигателю или дать чрезмерную нагрузку на альтератор. Автоматика позволяет включать агрегат в цепь, как источник аварийного питания. Что бы обеспечить нужные объекты качественным электроснабжением, лучшее решение, это купить TSS SDG 5000ES.
Тип охлажденияВоздушное
Объем масляной системы1,6 л
Частота тока50 Гц
Номинальная мощность генератора5 кВт
Объем двигателя 0,418 л
Вид запускаЭлектростартер
Уровень шума69 дБ
Частота вращения3000 об/мин","ДИЗЕЛЬ ГЕНЕРАТОР TSS SDG 5000ES","76 895													
														 руб."
"1696066900-41","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/ponizhayushchie_transformatory/ponizhayushchiy_transformator_tszm_20_0ukhl2/","Устройство предназначено только для профессионального использования. Предназначен для преобразования переменного напряжения сети 380В. Трансформатор легко переносить из-за двух ручек, которые располагаются по бокам. Обладает естественным воздушным охлаждением. Конструкция представляет собой трехфазный прибор для профессионального использования. Если вы хотите приобрести мощное устройство, то заказать трансформатор ТСЗМ -20,0УХЛ2 в Воронеже можно на нашем сайте. Трансформатор работает от -45 до 45 градусов. Трансформатор выполнен в виде переносной установки. Прибор может работать бесперебойно долгое время. При этом, не требуется регулярные проверки и осмотры.


 Купить трансформатор ТСЗМ -20,0УХЛ2 в Воронеже можно по низким ценам. При этом, гарантируется хорошее качество товара. Можно также воспользоваться доставкой по городу или приехать самостоятельно в пункт самовывоза. Наш менеджер даст необходимые консультации и ответит на интересующие вопросы.


	 Цена на ТСЗМ -20,0УХЛ2 является привлекательной для каждого покупателя. У нас вы также можете узнать про возврат товара на различную продукцию, которая представлена на нашем сайте.","Понижающий трансформатор ТСЗМ -20,0УХЛ2","39 176													
														 руб."
"1696066901-79","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/tsdz_80_m/","","ТСДЗ-80 М","77 880													
														 руб."
"1696066903-42","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/ponizhayushchie_transformatory/ponizhayushchiy_transformator_tszr_20_0ukhl2/","Устройство предназначено только для профессионального использования. Трансформатор легко переносить из-за двух ручек, которые располагаются по бокам.

 

	 Обладает естественным воздушным охлаждением. Применяется в основном для лифтов, электрических инструментов, а также других приборов, которым необходима подача переменного тока. Трансформатор представляется в виде переносной установки. Если вы хотите приобрести мощное устройство, то заказать трансформатор ТСЗР -20,0УХЛ2 в Воронеже можно на нашем сайте. Конструкция представляет собой трехфазный прибор для профессионального использования. Предназначен для преобразования переменного напряжения сети 380В. Трансформатор работает от -45 до 45 градусов. Прибор может работать бесперебойно долгое время. При этом, не требуется регулярные проверки и осмотры.


 Купить трансформатор ТСЗР -20,0УХЛ2 в Воронеже можно по низким ценам. При этом, гарантируется хорошее качество товара. Можно также воспользоваться доставкой по городу или приехать самостоятельно в пункт самовывоза. Наш менеджер даст необходимые консультации и ответит на интересующие вопросы.


 Цена на ТСЗР -20,0УХЛ2 в Воронеже является привлекательной для каждого покупателя. У нас вы также можете узнать про возврат товара на различную продукцию, которая представлена на нашем сайте.","Понижающий трансформатор ТСЗР -20,0УХЛ2","39 176													
														 руб."
"1696066904-80","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/transformator_dlya_progreva_betona_tsdz_80_m_/","Трансформатор для прогрева бетона ТСДЗ-80 М используется для поддержания оптимального температурного режима в бетонном монолите, в период его застывая, при отрицательных температурах. Так же, используя данное устройство допускается отогревание замершей земли. Трансформатор функционирует от сети напряжением 380 вольт, силовые катушки снабжены устройством принудительного воздушного охлаждения. В качестве греющих элементов допускается использование специальных шин или проводов ПНСВ.


	 На трансформатор для прогрева бетона ТСДЗ-80 М цена в Воронеже одна из самых низких в регионе. Что бы купить трансформатор для прогрева бетона ТСДЗ-80 М в Воронеже просто позвоните нам.


 Условия соблюдение которых, гарантирует бесперебойную работу устройства:


	
	
		 Не допускать вибрационных воздействий и ударов.
	
 
	
	
		 Рабочий температурный режим от -45 до +20 градусов при влажности до 80 процентов.
	
 


 Заказать трансформатор для прогрева бетона ТСДЗ-80 М  в Воронеже, можно воспользовавшись формой обратной связи.","Трансформатор для прогрева бетона ТСДЗ-80 М","77 880													
														 руб."
"1696066906-43","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/invertornye_/invertornyy_generator_dn2700/","Агрегат от надежного производителя подходит для обеспечения электропитания техники в доме. Чтобы получить стабильное напряжение, лучше купить инверторный генератор DN2700. Он обеспечивает экономный расход топлива, имеет хорошую защиту от перегрева, перегрузки. При отсутствии масла также срабатывает автоматика, и прибор отключается.


 Особенности инверторного генератора DN2700.


	 Такие изделия применяются для получения электрической энергии высокого качества. К ним можно подключать чувствительные приборы. Благодаря авторегулировке количества оборотов мотора возможна экономия топлива. Прочный корпус обеспечивает защиту узлов агрегата от повреждений.


	 Аппарат с низким уровнем шума, небольшим весом отличается практичностью. Заказать инверторный генератор DN2700 можно у нас. Он пользуется спросом у потребителей благодаря экономному расходу топлива, высокой устойчивостью работы в экстремальных условиях. Компактные размеры, рукоятка для переноски позволяют взять генератор с собой на природу. Он станет отличным помощником при удаленном строительстве.","Инверторный генератор DN2700","36 740													
														 руб."
"1696066907-81","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/tsdz_80_a_s_avtomatikoy/","","ТСДЗ-80 А (С автоматикой)","80 004													
														 руб."
"1696066909-44","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/benzogenerator_tss_sgg_5000_e/","Автономная электростанция используется для обеспечения электроэнергией частных домов, торговых точек, специальных служб. Купить бензогенератор TSS SGG 5000 E по лучшей цене с гарантией качества просто, воспользовавшись предложением нашего интернет-магазина. В нем предусмотрена электронная система зажигания, значительно облегчающая обслуживание устройства.


 Особенности бензогенератора TSS SGG 5000 E.


	 При снижении уровня масла до критической черты срабатывает автоматическое отключение прибора. Бак с топливом обеспечивает эксплуатацию агрегата без перерывов более 10 часов. В устройстве есть двигатель с воздушным охлаждением.


	 Клапаны в нем размещаются вверху. Это позволяет получить высокую мощность, полное сгорание топлива, способствует появлению меньшего количества отложений. В комплектацию входит вольтметр, электронная система защиты.


 Заказать бензогенератор TSS SGG 5000 E в интернет-магазине удобно и выгодно. Звоните, мы всегда готовы ответить на имеющиеся у вас вопросы. Сотрудники помогут подобрать подходящую модель, полностью соответствующую вашим требованиям.","БЕНЗОГЕНЕРАТОР TSS SGG 5000 E","35 990													
														 руб."
"1696066910-82","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/transformatory_dlya_progreva_betona/transformator_dlya_progreva_betona_tsdz_80_a_s_avtomatikoy/","Трансформатор для прогрева бетона ТСДЗ-80 А с автоматическим регулированием температуры, применяется для улучшения качеств бетонного монолита в период его застывания, при отрицательных температурах окружающей среды. Так же, с его помощью допускается производить отогрев замершего грунта. Наилучшим образом подходит для эксплуатации в условиях значительно пониженных температур (до -40 градусов). В качестве теплонесущих элементов используются провода ПНСВ, выходное напряжение на них может подаваться в трех вариантах 45-55-75 вольт.




	 Трансформатор снабжен воздушной системой охлаждения принудительного типа и защищен надежным металлическим кожухом. Имеет специальные салазки, упрощающие его транспортировку.




 Заказать трансформатор для прогрева бетона ТСДЗ-80 А (С автоматикой) в Воронеже можно воспользовавшись специальной формой на сайте. Следует отметить, что на трансформатор для прогрева бетона ТСДЗ-80 А (С автоматикой) цена в Воронеже у нас одна из самых низких.


 Конструкционные особенности:


	
	
		 Устройство снабжено блоком автоматического регулирования температуры.
	
 
	
	
		 Имеется дополнительный вентилятор.
	
 
	
	
		 Ударостойкий кожух надежно защищает от попадания грязи и влаги.
	
 


 Купить трансформатор для прогрева бетона ТСДЗ-80 А (С автоматикой) в Воронеже значит обеспечить бесперебойную работу строительной организации, даже при экстремально низких температурах.","Трансформатор для прогрева бетона ТСДЗ-80 А (С автоматикой)","80 004													
														 руб."
"1696066912-45","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/benzogenerator_tss_sgg_5000_eh/","Автономные электростанции помогут справиться с временными трудностями при отключении электричества в загородном доме. Они могут использоваться на предприятии. Купить бензогенератор TSS SGG 5000 EH могут люди, занимающиеся строительством, туризмом, торговлей. Чтобы контролировать напряжение, на изделии имеется вольтметр.


 Особенности бензогенератора TSS SGG 5000 EH.


	 Для увеличения срока службы генератора предусмотрено автоматическое отключение прибора. Это происходит при замыкании, в случае перегрузки, если в агрегате недостаточный уровень масла или произошел перегрев. В приборе установлен надежный мотор с верхним расположением клапанов.

 С помощью электростартера просто запустить аппарат. Для этого не требуются какие-либо дополнительные настройки, что делает проще обслуживание двигателя при эксплуатации. Комплектующие высокого качества обеспечивают длительную службу устройства. Закажите бензогенератор TSS SGG 5000 EH в нашем интернет-магазине. Мы предлагаем выгодные условия покупки, на весь товар предоставляется гарантия.","БЕНЗОГЕНЕРАТОР TSS SGG 5000 EH","37 465													
														 руб."
"1696066913-83","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/dizelnye/dizel_generator_tss_sdg_6500eh/","Собран агрегат электроснабжения на территории РФ с использованием отечественных деталей. Единственное исключение – двигатель. Он собран в Китае и полностью адаптирован под нужды российских пользователей. Устройство расходует 1,7 литра горючего за один час работы и способно работать 10 часов от одной заправки, так же предусмотрена возможность установки более вместительного топливного резервуара.

 Двигатель без проблем запускается при помощи стартера в любую погоду. Так же производитель даёт возможность установки предпускового подогрева системы, который обеспечивает плавный запуск зимой или после длительного времени без работы. Качественный ток даёт альтератор, способный выдавать напряжение в двух режимах – 220 и 400 вольт. Оборудование подходит для питания высокоточных приборов, но рекомендуется использовать стабилизаторы для большей безопасности. Приобрести генератор можно в нашем магазине по довольно конкурентным ценам.

 Все кто решит заказать TSS SDG 6500EH получат качественный источник электроэнергии, защищённый от перегрева и перегрузок. И с возможностью включения в цепь как альтернативного источника электроснабжения.","ДИЗЕЛЬ ГЕНЕРАТОР TSS SDG 6500EH","86 775													
														 руб."
"1696066915-46","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/benzogenerator_tss_sgg_6000_e/","Современные автономные устройства используются в качестве источников питания. Купить TSS SGG 6000 E следует для осуществления резервного электроснабжения. Модель применяется в частных домовладениях, коммерческих предприятиях и других организациях. Генератор незаменим в строительной сфере, торговле, используется аварийными службами.


 Особенности агрегата TSS SGG 6000 E


	 Надежная машина выручит в непредвиденной ситуации, позволит подключить осветительные и бытовые приборы в случае аварийного отключения электроэнергии. Оптимальная цена TSS SGG 6000 E делает приобретение выгодным, без такого прибора сложно обойтись при перебоях в работе центральной сети. Поэтому многие люди стремятся купить TSS SGG 6000 E, машина пользуется популярностью.


	 В модели есть специальная система защиты, которая отключает генератор в случае возникновения перегрузки. В нашем магазине потребитель найдет выгодную цену на TSS SGG 6000 E. Приобрести ее можно, сделав заявку на веб-ресурсе. Бак для топлива имеет увеличенный объем, поэтому аппарат может работать автономно около 12 часов.","БЕНЗОГЕНЕРАТОР TSS SGG 6000 E","33 925													
														 руб."
"1696066916-84","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/dizelnye/dizel_generator_tss_sdg_6500eh3/","Генератор TSS SDG 6500EH3 чаще всего применяется как электростанция с автономным режимом работы. Генератор TSS SDG 6500EH3 является однофазным и выдает напряжение в 230 вольт с частотой тока 50 герц. Применяется агрегат для нужд коммерческих предприятий, электроснабжения туристических зон, частных домов, а так же используется в качестве источника электричества службами сервиса и ликвидации аварий.Заказать TSS SDG 6500EH3 можно на нашем сайте.

     Конструкция агрегата включает в себя четырёхтактный двигатель с одним цилиндром, и охлаждением с помощью воздуха. Устойчивость к перегрузкам, а так же стабильный уровень напряжения обеспечивается с помощью регуляторов. От перегрева и короткого замыкания защищает выключатель автоматического типа. Топлива хватает до 12 часов автономной работы, а возможность отслеживать уровень топлива позволит вовремя заправить агрегат. О низком уровне масла сигнализирует специальная лампа на корпусе устройства. Так же предусмотрены две розетки на 230 вольт и возможность питания устройств требующих постоянного тока с напряжением в 12 вольт. Срок работы поможет отследить счётчик моточасов. Что бы купить TSS SDG 6500EH3 свяжитесь с нашими менеджерами.","ДИЗЕЛЬ ГЕНЕРАТОР TSS SDG 6500EH3","93 795													
														 руб."
"1696066918-47","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/benzogenerator_tss_sgg_5600_e3/","Компания ТСС производит генераторы различного назначения. Можно купить TSS SGG 5600 E3 от крупнейшего изготовителя автономных электростанций. В конструкции установлен китайский мотор с воздушным охлаждением. Все остальные узлы собраны из отечественных деталей.


 Основные особенности агрегата TSS SGG 5600 E3


	 Объем бака позволяет обеспечить автономную работу аппарата около 11 часов. В устройстве присутствует дополнительный бак. Разумная цена TSS SGG 5600 E3 дает возможность приобрести модель владельцам частных домов, организациям.


	 Запуск мотора осуществляется при любой погоде с помощью ручного стартера. Для осуществления этого процесса при низких температурах и после большого интервала в использовании производителем предусмотрен предпусковой подогреватель.


	 Купить TSS SGG 5600 E3 можно для подключения компьютеров, электронных устройств. Рекомендуется использовать стабилизатор тока. Заказать по выгодной цене TSS SGG 5600 E3 можно на ресурсе нашей компании или позвонив по телефону. Генератор оборудуется системой защиты от возможных перегрузок.","БЕНЗОГЕНЕРАТОР TSS SGG 5600 E3","43 615													
														 руб."
"1696066919-85","https://spec-centr.ru/catalog/generatory_transformatory/?limit=96&sort=price&order=desc","","https://spec-centr.ru/catalog/benzinovye/benzogenerator_tss_sgg_10000eh/","Генератор создан в России из деталей произведённых в РФ. Единственным исключением является двигатель от известного бренда Lifan. Модель двигателя 2V78F2, обладающий мощностью в 20 лошадиных сил. ДВС разработан специально для пользователей из России, по спец заказу компании производителя бензогенераторов. Потребляет двигатель 4,9 литра горючего за один час работы и способен обеспечивать более 5 часов автономной работы без дополнительной дозаправки. С целью увеличения срока работы предусмотрена возможность установки более вместительного бака, а так же системы автоматической дозаправки.Заказать TSS SGG 10000EH и задать вопросы по комплектации можно в нашем магазине.
	 Двигатель запускается без каких либо проблем и в любое время года при помощи стартера. С целью более плавного запуска в холодное время года возможна установка системы подогрева. Агрегат позволяет получить электроэнергию с напряжением в 230 или 400 вольт с помощью альтератора. Качество получаемой электроэнергии позволяет подключать высокоточные электронные приборы. Дополнительной гарантией защиты оборудования, будет служить подключение через стабилизатор. Так же устройство надёжно защищено от перегрузок и перегрева. В нашем магазине можно купить TSS SGG 10000EH по доступным ценам.
Номинальная мощность 10 кВт
Генератор синхронный
Объем двигателя 688 см3
Тип запуска электростартер
Расход топлива
Индикатор уровня топлива +
Время непрерывной работы 6 ч / при нагрузке 75% /
Охлаждение двигателя воздушное
DC (постоянный ток на выходе)
Авторегулятор напряжения (AVR)
Счетчик моточасов
Вольтметр
Автоотключение двигателя
Контроль масла
Уровень шума 80 дБ / на расстоянии 7 м /","БЕНЗОГЕНЕРАТОР TSS SGG 10000EH","117 882													
														 руб."
