web-scraper-order,web-scraper-start-url,next,item,item-href,name,price,describtion
"1696074721-25","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/5","Электродвигатель АИР 80А6 0,75кВт*1000об/мин 2081 комб","http://kub-privod.ru/magazin/product/elektrodvigatel-air-80a6-0-75kvt-1000ob-min-2081-komb","Электродвигатель АИР 80А6 0,75кВт*1000об/мин 2081 комб","11120.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074721-115","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/20","Электродвигатель асинхронный 1LA7096-2AA1, 2,2 кВт/3000 об","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-1la7096-2aa1-1","Электродвигатель асинхронный 1LA7096-2AA1, 2,2 кВт/3000 об","25360.00","Электродвигатели Siemens 1LA7 позиционируются как самые популярные на рынке России и всего мирового пространства. Универсальное устройство электродвигателя говорит о возможности их успешного применения для решения большинства приводных задач."
"1696074724-26","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/5","Электродвигатель АИР71В2-У2-220/380-50IM1081К31Е-ААА IE1(Могилев)","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyj-aire71v2","Электродвигатель асинхронный АИРЕ71В2","10920.00","Асинхронный однофазный электродвигатель АИРЕ с короткозамкнутым ротором применяется для комплектации бытовой и промышленной техники  небольшой мощности (насосы, вентиляторы, компрессоры). Питание однофазных электродвигателей осуществляется от сети с напряжением 220В. В отличие от трехфазных электродвигателей АИР однофазные двигатели имеют заниженный пусковой момент, меньший коэффициент мощности и КПД, а также малую перегрузочную способность."
"1696074724-116","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/20","Взрывозащищенный электродвигатель 4ВР 90L2","http://kub-privod.ru/magazin/product/vzryvozashchishchennyy-elektrodvigatel-va-90l4-1","Взрывозащищенный электродвигатель 4ВР 90L2","25300.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696074729-27","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/5","Электродвигатель асинхронный АИР71В4 0,75*1500 (Лапы)","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-air-71v4","Электродвигатель асинхронный АИР71В4 0,75*1500","10920.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696074729-117","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/20","Электродвигатель АИР 112М4 5,5кВт*1500об/мин 2081 (лапы+фланец)","http://kub-privod.ru/magazin/product/elektrodvigatel-air-112m4-5-5kvt-1500ob-min-2081-komb","Электродвигатель АИР 112М4 5,5кВт*1500об/мин 2081 (лапы+фланец)","24920.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074734-28","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/5","Электродвигатель АИР 80В4 1,5кВт*1500об/мин 2081 комб","http://kub-privod.ru/magazin/product/elektrodvigatel-air-80v4-1-5kvt-1500ob-min-2081-komb-eneral","Электродвигатель АИР 80В4 1,5кВт*1500об/мин 2081 комб (ЭНЕРАЛ)","10900.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074735-118","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/20","Электродвигатель АИР 112 М2, 7,5 кВт, 3000 об/мин IM2081 комби","http://kub-privod.ru/magazin/product/elektrodvigatel-air-112-m2-7-5-kvt-3000-ob-min-im1081-lapy","Электродвигатель АИР 112 М2, 7,5 кВт, 3000 об/мин IM2081 комби","24680.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074737-29","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/5","Электродвигатель АИР 80В2 2,2кВт*3000об/мин 2081 комб","http://kub-privod.ru/magazin/product/elektrodvigatel-air-80v2-2-2kvt-3000ob-min-2081-komb","Электродвигатель АИР 80В2 2,2кВт*3000об/мин 2081 комб","10760.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074738-119","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/20","Электродвигатель асинхронный MS100L1-8","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-ms100l1-8","Электродвигатель асинхронный MS100L1-8","24353.68","Габаритные и присоединительные размеры, которыми характеризуются электродвигатели трехфазные, соответствуют общепринятому стандарту IEC, что обеспечивает взаимозаменяемость данных двигателей практически со всеми аналогами других производителей. Высокие показатели энергоэффективности и долговечности, широкий диапазон мощностей и оборотов, европейское качество по приемлемым ценам."
"1696074740-30","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/5","Электродвигатель АИР 80В4 1,5кВт*1500об/мин 1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-80v4-1-5kvt-1500ob-min-1081-lapy","Электродвигатель АИР 80В4 1,5кВт*1500об/мин 1081 лапы","10480.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074741-120","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/20","Электродвигатель асинхронный MS100L-6 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-ms100l-6","Электродвигатель асинхронный MS100L-6 лапы","24353.68","Габаритные и присоединительные размеры, которыми характеризуются электродвигатели трехфазные, соответствуют общепринятому стандарту IEC, что обеспечивает взаимозаменяемость данных двигателей практически со всеми аналогами других производителей. Высокие показатели энергоэффективности и долговечности, широкий диапазон мощностей и оборотов, европейское качество по приемлемым ценам."
"1696074746-31","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/6","Электродвигатель асинхронный 1LA7080-2AA1","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-1la7080-2aa1","Электродвигатель асинхронный 1LA7080-2AA1","11780.00","Электродвигатели Siemens 1LA7 позиционируются как самые популярные на рынке России и всего мирового пространства. Универсальное устройство электродвигателя говорит о возможности их успешного применения для решения большинства приводных задач."
"1696074747-121","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/21","Взрывозащищенный электродвигатель ВА 90L6","http://kub-privod.ru/magazin/product/vzryvozashchishchennyy-elektrodvigatel-va-90l4","Взрывозащищенный электродвигатель ВА 90L6","27020.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696074749-32","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/6","Электродвигатель АИР80В6 1,1 кВт, 920 об/мин, IM 1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air80v6-1-1-kvt-920-ob-min-im-2081-komb","Электродвигатель АИР80В6 1,1 кВт, 920 об/мин, IM 1081 лапы","11560.00","Асинхронный трехфазный электродвигатель серии АИР80В6 может подойти на замену аналогичного габарита двигателей серии 5А, 5АИ, АДМ и других производителей."
"1696074750-122","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/21","Электродвигатель с встроенным электромагнитным тормозом АИР 63В2Е (Е2)","http://kub-privod.ru/magazin/product/elektrodvigatel-s-vstroennym-elektromagnitnym-tormozom-air-63v2e-e2","Электродвигатель с встроенным электромагнитным тормозом АИР 63В2Е (Е2)","26860.00","Технические характеристики электродвигателя со встроенным электромагнитным тормозом АИР 63В2Е (Е2)"
"1696074752-33","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/6","Электродвигатель асинхронный АИР 71В4 IM 2081","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-air-71v4-1","Электродвигатель асинхронный АИР 71В4 IM 3081","11440.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696074753-123","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/21","Электродвигатель W20-100L 2.2кW 4Пол","http://kub-privod.ru/magazin/product/elektrodvigatel-w20-90l-1-5kw-4pol","Электродвигатель W20-100L 2.2кW 4Пол","26822.41","Корпорация WEG основана 16 сентября 1961 году. Изначально занимаясь производством электродвигателей, WEG в 80-х начал расширять ассортимент выпускаемой продукции производством электронных компонентов, промышленной автоматизацией, силовыми и понижающими трансформаторами, жидкими и порошковыми красками и изолирующими лаками.



Производство сконцентрировано на 8 производственных площадках размещенных в Бразилии, трех в Аргентине, двух, в Мексике, одна в Китае и в Португалии.



Купить электродвигатель в г. Краснодаре можно по телефону (861) 292-88-46.





Условные обозначения электродвигателей пример:

Электродвигатель W20 2P 2,2 kW 90L B3T



W20 – тип электродвигателя;



2Р – количество полюсов;



2,2 kW – мощность электродвигателя;



90 – габарит электродвигателя;



L- длина сердечника и/или длина станины;



В3- монтажное исполнение;



Т – клемная коробка смонтирована сверху двигателя."
"1696074755-34","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/6","Электродвигатель АИР71В2-У2-220/380-50IM2081К31Е-ААА IE1(Могилев)","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyj-air-80v2","Электродвигатель АИР71В2-У2-220/380-50IM2081К31Е-ААА IE1(Могилев)","11340.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696074756-124","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/21","Электродвигатель W20-112M 4кW 2Пол В3Т","http://kub-privod.ru/magazin/product/elektrodvigatel-w20-90l-2-2kw-2pol-v3t","Электродвигатель W20-112M 4кW 2Пол В3Т","26822.41","Корпорация WEG основана 16 сентября 1961 году. Изначально занимаясь производством электродвигателей, WEG в 80-х начал расширять ассортимент выпускаемой продукции производством электронных компонентов, промышленной автоматизацией, силовыми и понижающими трансформаторами, жидкими и порошковыми красками и изолирующими лаками.



Производство сконцентрировано на 8 производственных площадках размещенных в Бразилии, трех в Аргентине, двух, в Мексике, одна в Китае и в Португалии.



Купить электродвигатель в г. Краснодаре можно по телефону (861) 292-88-46.





Условные обозначения электродвигателей пример:

Электродвигатель W20 2P 2,2 kW 90L B3T



W20 – тип электродвигателя;



2Р – количество полюсов;



2,2 kW – мощность электродвигателя;



90 – габарит электродвигателя;



L- длина сердечника и/или длина станины;



В3- монтажное исполнение;



Т – клемная коробка смонтирована сверху двигателя."
"1696074758-35","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/6","Электродвигатель асинхронный однофазный АИР2Е 71C4 220В 0,75кВт 1500об/мин 2081 серии ONI","http://kub-privod.ru/magazin/product/elektrodvigatel-odnofaznyy-air2e-71-b2-0-75-kvt-3000-ob-min-220-v-im2081","Электродвигатель асинхронный однофазный АИР2Е 71C4 220В 0,75кВт 1500об/мин 2081 серии ONI","11280.00","Электродвигатели незаменимы при использовании в вентиляторах, насосах, транспортёрах, обрабатывающих станках, смесителях, механизмах перемещения, затворах и задвижках, компрессорах и др."
"1696074759-125","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/21","Электродвигатель АИР112МВ6, 4 кВт, 950 об/мин IM1081","http://kub-privod.ru/magazin/product/elektrodvigatel-air-132-s4-7-5-kvt-1500-ob-min-im1081-lapy","Электродвигатель АИР112МВ6, 4 кВт, 950 об/мин IM1081","26420.00","Технические характеристики электродвигателя АИР 112МВ6 (АДМ 112МВ6)"
"1696074761-36","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/6","Электродвигатель АИР80В6 (1,1 кВт, 920 об/мин, IM 2081 комб)","http://kub-privod.ru/magazin/product/elektrodvigatel-air-80v6-1-1kvt-1000ob-min-2081-komb","Электродвигатель АИР80В6 (1,1 кВт, 920 об/мин, IM 2081 комб)","11120.00","Асинхронный трехфазный электродвигатель серии АИР80В6 может подойти на замену аналогичного габарита двигателей серии 5А, 5АИ, АДМ и других производителей."
"1696074762-126","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/21","Взрывозащищенный электродвигатель ВА 90L2","http://kub-privod.ru/magazin/product/vzryvozashchishchennyy-elektrodvigatel-4vr-80v2","Взрывозащищенный электродвигатель ВА 90L2","26260.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696074767-37","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/7","Электродвигатель асинхронный АИР80В2 2,2*3000 IM1081","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-air-80v2","Электродвигатель асинхронный АИР80В2 2,2*3000 IM1081","13480.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696074768-127","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/22","Электродвигатель асинхронный MS112M-6","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-ms112m-6","Электродвигатель асинхронный MS112M-6","29224.41","Габаритные и присоединительные размеры, которыми характеризуются электродвигатели трехфазные, соответствуют общепринятому стандарту IEC, что обеспечивает взаимозаменяемость данных двигателей практически со всеми аналогами других производителей. Высокие показатели энергоэффективности и долговечности, широкий диапазон мощностей и оборотов, европейское качество по приемлемым ценам."
"1696074770-38","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/7","Электродвигатель АИР 90L2 3кВт, 3000об/мин IM1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-90l2-3kvt-3000ob-min-1081-lapy","Электродвигатель АИР 90L2 3кВт, 3000об/мин IM1081 лапы","13350.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074771-128","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/22","Электродвигатель асинхронный MS90L1-4","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-ms90l-4","Электродвигатель асинхронный MS90L1-4","29224.41","Габаритные и присоединительные размеры, которыми характеризуются электродвигатели трехфазные, соответствуют общепринятому стандарту IEC, что обеспечивает взаимозаменяемость данных двигателей практически со всеми аналогами других производителей. Высокие показатели энергоэффективности и долговечности, широкий диапазон мощностей и оборотов, европейское качество по приемлемым ценам."
"1696074773-39","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/7","Электродвигатель асинхронный АИР80А2 1,5*3000, Лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-air-80a2","Электродвигатель асинхронный АИР80А2 1,5*3000","13320.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696074774-129","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/22","Взрывозащищенный электродвигатель ВА 90L4","http://kub-privod.ru/magazin/product/vzryvozashchishchennyy-elektrodvigatel-va-90l2","Взрывозащищенный электродвигатель ВА 90L4","28560.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696074776-40","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/7","Электродвигатель АИР80А4-У2-220/380-50IM2081-Р.К.В. К31Е-ААА IE1 (Могилев)","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyj-air-71v4-im-2081","Электродвигатель АИР80А4-У2-220/380-50IM2081","12940.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696074777-130","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/22","Электродвигатель асинхронный 5,5 кВт, 3000 об/мин, АИР 100L2","http://kub-privod.ru/magazin/product/elektrodvigatel-asinkhronnyy-5,5-kvt,-3000-ob/min,-air-100l2","Электродвигатель асинхронный 5,5 кВт, 3000 об/мин, АИР 100L2","27600.00",""
"1696074779-41","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/7","Электродвигатель асинхронный АИРЕ71В2 0,75/3000, 220 В, лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-aire71v2","Электродвигатель асинхронный АИРЕ71В2 лапы","12580.00","Асинхронный однофазный электродвигатель АИРЕ с короткозамкнутым ротором применяется для комплектации бытовой и промышленной техники  небольшой мощности (насосы, вентиляторы, компрессоры). Питание однофазных электродвигателей осуществляется от сети с напряжением 220В. В отличие от трехфазныхэлектродвигателей АИР однофазные двигатели имеют заниженный пусковой момент, меньший коэффициент мощности и КПД, а также малую перегрузочную способность."
"1696074780-131","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/22","Электродвигатель АИР112МВ6, 4 кВт, 1000 об/мин, комби","http://kub-privod.ru/magazin/product/elektrodvigatel-air112mv6-4-kvt-950-ob-min-im1081","Электродвигатель АИР112МВ6, 4 кВт, 1000 об/мин, комби","27440.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3. Степень защиты IP54. Может быть изготовлен в чугунном или алюминиевом корпусе."
"1696074782-42","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/7","Электродвигатель асинхронный АИР80А6 0,75*1000","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-air-80a6","Электродвигатель асинхронный АИР80А6 0,75*1000","12580.00","Электродвигатель асинхронный АИР 80А6 производства Беларусь Вы можете приобрести по заводской цене в нашей компании."
"1696074783-132","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/22","Взрывозащищенный электродвигатель 4ВР 90L6","http://kub-privod.ru/magazin/product/vzryvozashchishchennyy-elektrodvigatel-va-90l4-2","Взрывозащищенный электродвигатель 4ВР 90L6","27240.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696074788-43","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/8","Электродвигатель АИР 90L2 3кВт*3000об/мин 2081 комб","http://kub-privod.ru/magazin/product/elektrodvigatel-air-90l2-3kvt-3000ob-min-2081-komb","Электродвигатель АИР 90L2 3кВт*3000об/мин 2081 комб","13940.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074789-133","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/23","Электродвигатель АИР 132 S4, 7,5 кВт, 1500 об/мин IM2081 комби","http://kub-privod.ru/magazin/product/elektrodvigatel-air-132-s4-7-5-kvt-1500-ob-min-im1081-lapy-2","Электродвигатель АИР 132 S4, 7,5 кВт, 1500 об/мин IM2081 комби","32740.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074791-44","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/8","Электродвигатель асинхронный однофазный АИР2Е 80B2 220В 1,5кВт 3000об/мин, (лапы+фланец)","http://kub-privod.ru/magazin/product/elektrodvigatel-asinkhronnyy-odnofaznyy-air2e-80b2-220v-1-5kvt-3000ob/min-lapyflanets","Электродвигатель асинхронный однофазный АИР2Е 80B2 220В 1,5кВт 3000об/мин, (лапы+фланец)","13920.00","Электродвигатели незаменимы при использовании в вентиляторах, насосах, транспортёрах, обрабатывающих станках, смесителях, механизмах перемещения, затворах и задвижках, компрессорах и др."
"1696074792-134","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/23","Электродвигатель взрывозащищенный ВА 100L6","http://kub-privod.ru/magazin/product/elektrodvigatel-vzryvozashchishchennyy-va-100l4","Электродвигатель взрывозащищенный ВА 100L6","32160.00","Основное (базовое) исполнение – асинхронный трехфазный взрывозащищенный электродвигатель, предназначенный для режима работы S1, с питанием от сети переменного тока 50 Гц напряжением 380В (220В, 660В). Исполнение по взрывозащите 1ExdIIBT4, климатическое исполнение и категория размещения У2, степень защиты IP54, с типовыми техническими характеристиками, соответствующими требованиям стандартов"
"1696074794-45","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/8","Электродвигатель асинхронный 1LA7083-4AA1","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-1la7083-4aa1","Электродвигатель асинхронный 1LA7083-4AA1","13740.00","Электродвигатели Siemens 1LA7 позиционируются как самые популярные на рынке России и всего мирового пространства. Универсальное устройство электродвигателя говорит о возможности их успешного применения для решения большинства приводных задач."
"1696074795-135","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/23","Электродвигатель АИР 132 S4, 7,5 кВт, 1500 об/мин IM1081 лапы","http://kub-privod.ru/magazin/product/elektrodvigatel-air-160s2-15kvt-3000ob-min-1081-lapy","Электродвигатель АИР 132 S4, 7,5 кВт, 1500 об/мин IM1081 лапы","31880.00","Базовое исполнение – режим работы S1, от сети трехфазного переменного тока 50 Гц напряжением 220В/380В. Климатическое исполнение и категория размещения У3."
"1696074797-46","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/8","Электродвигатель асинхронный АИРЕ71С4 220 В","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-aire71s4","Электродвигатель асинхронный АИРЕ71С4","13700.00","Асинхронный однофазный электродвигатель АИРЕ с короткозамкнутым ротором применяется для комплектации бытовой и промышленной техники  небольшой мощности (насосы, вентиляторы, компрессоры). Питание однофазных электродвигателей осуществляется от сети с напряжением 220В. В отличие от трехфазныхэлектродвигателей АИР однофазные двигатели имеют заниженный пусковой момент, меньший коэффициент мощности и КПД, а также малую перегрузочную способность."
"1696074798-136","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/23","Электродвигатель асинхронный АИР112МА8 2,2*750","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-air-112ma8","Электродвигатель асинхронный АИР112МА8 2,2*750","31560.00","Асинхронные электродвигатели АИР (ранее выпускались двигатели 4А, 4АМ) с короткозамкнутым ротором, благодаря простоте конструкции, отсутствию подвижных контактов, высокой ремонтопригодности, невысокой цене по сравнению с другими электрическими двигателями применяются практически во всех отраслях промышленности и сельского хозяйства. Они используются для привода вентиляционного оборудования, насосов, компрессорных установок, станков, эскалаторов и многих других машин."
"1696074800-47","http://kub-privod.ru/magazin/folder/elektrodvigateli","http://kub-privod.ru/magazin/folder/elektrodvigateli/p/8","Электродвигатель асинхронный 1LA7090-6AA1","http://kub-privod.ru/magazin/product/elektrodvigatel-asinhronnyy-1la7090-6aa1","Электродвигатель асинхронный 1LA7090-6AA1","13540.00","Электродвигатели Siemens 1LA7 позиционируются как самые популярные на рынке России и всего мирового пространства. Универсальное устройство электродвигателя говорит о возможности их успешного применения для решения большинства приводных задач."
